subject,condition,angle,seq_start,error,label
028,nm,090,028-nm-04-090-085.png,0.0507,0
077,nm,126,077-nm-04-126-086.png,0.050528,0
103,nm,090,103-nm-06-090-040.png,0.050346,0
074,nm,162,074-nm-04-162-077.png,0.050297,0
040,nm,162,040-nm-02-162-130.png,0.050594,0
090,nm,162,090-nm-01-162-044.png,0.050373,0
094,nm,018,094-nm-05-018-089.png,0.050406,0
038,nm,108,038-nm-02-108-080.png,0.050544,0
043,nm,126,043-nm-05-126-122.png,0.050519,0
014,nm,180,014-nm-05-180-103.png,0.05102,0
088,nm,054,088-nm-01-054-033.png,0.051232,0
032,nm,036,032-nm-06-036-014.png,0.051467,0
062,nm,126,062-nm-03-126-042.png,0.051592,0
082,nm,054,082-nm-01-054-037.png,0.051722,0
041,nm,108,041-nm-06-108-071.png,0.05176,0
012,nm,144,012-nm-06-144-117.png,0.051972,0
085,nm,144,085-nm-03-144-076.png,0.051823,0
028,nm,036,028-nm-04-036-054.png,0.052023,0
023,nm,162,023-nm-01-162-044.png,0.051655,0
121,nm,036,121-nm-02-036-018.png,0.051438,0
113,nm,180,113-nm-06-180-050.png,0.051135,0
107,nm,036,107-nm-02-036-010.png,0.050998,0
038,nm,054,038-nm-01-054-044.png,0.050905,0
045,nm,018,045-nm-06-018-125.png,0.050824,0
113,nm,144,113-nm-05-144-059.png,0.050904,0
075,nm,090,075-nm-01-090-055.png,0.051039,0
048,nm,054,048-nm-03-054-034.png,0.05079,0
008,nm,000,008-nm-03-000-054.png,0.050805,0
104,nm,018,104-nm-04-018-017.png,0.050823,0
051,nm,108,051-nm-05-108-060.png,0.050968,0
008,nm,162,008-nm-05-162-062.png,0.050969,0
092,nm,036,092-nm-05-036-113.png,0.050416,0
112,nm,126,112-nm-01-126-112.png,0.050604,0
044,nm,018,044-nm-01-018-039.png,0.050373,0
032,nm,036,032-nm-02-036-059.png,0.050341,0
108,nm,108,108-nm-03-108-068.png,0.050297,0
123,nm,144,123-nm-06-144-061.png,0.050376,0
035,nm,180,035-nm-06-180-088.png,0.050923,0
124,nm,108,124-nm-06-108-070.png,0.050945,0
030,nm,180,030-nm-05-180-082.png,0.051336,0
014,nm,144,014-nm-04-144-078.png,0.051426,0
036,nm,036,036-nm-03-036-062.png,0.05123,0
041,nm,018,041-nm-06-018-023.png,0.051439,0
033,nm,000,033-nm-06-000-089.png,0.051563,0
111,nm,072,111-nm-02-072-061.png,0.051777,0
071,nm,072,071-nm-03-072-070.png,0.051742,0
055,nm,018,055-nm-01-018-065.png,0.051414,0
028,nm,054,028-nm-01-054-108.png,0.051762,0
097,nm,126,097-nm-02-126-070.png,0.051528,0
077,nm,108,077-nm-02-108-126.png,0.051516,0
035,nm,018,035-nm-05-018-004.png,0.051636,0
058,nm,162,058-nm-06-162-068.png,0.051412,0
012,nm,180,012-nm-02-180-095.png,0.051514,0
017,nm,126,017-nm-05-126-076.png,0.051544,0
102,nm,036,102-nm-04-036-095.png,0.051554,0
083,nm,054,083-nm-04-054-079.png,0.051435,0
043,nm,144,043-nm-06-144-097.png,0.05094,0
112,nm,162,112-nm-01-162-130.png,0.050615,0
012,nm,036,012-nm-05-036-074.png,0.051078,0
080,nm,108,080-nm-02-108-042.png,0.050961,0
047,nm,180,047-nm-06-180-048.png,0.050934,0
109,nm,036,109-nm-06-036-053.png,0.050695,0
033,nm,018,033-nm-01-018-031.png,0.050328,0
071,nm,000,071-nm-02-000-079.png,0.050429,0
006,nm,126,006-nm-01-126-054.png,0.050358,0
035,nm,000,035-nm-01-000-051.png,0.050616,0
004,nm,144,004-nm-03-144-070.png,0.050829,0
024,nm,144,024-nm-03-144-135.png,0.050582,0
032,nm,180,032-nm-04-180-081.png,0.050653,0
065,nm,108,065-nm-03-108-084.png,0.050656,0
071,nm,090,071-nm-03-090-058.png,0.050833,0
070,nm,000,070-nm-02-000-063.png,0.052162,0
010,nm,000,010-nm-03-000-006.png,0.051879,0
119,nm,180,119-nm-03-180-089.png,0.0521,0
077,nm,090,077-nm-01-090-057.png,0.051695,0
036,nm,036,036-nm-02-036-021.png,0.051566,0
011,nm,144,011-nm-04-144-079.png,0.051557,0
082,nm,036,082-nm-01-036-005.png,0.051645,0
049,nm,018,049-nm-01-018-104.png,0.05157,0
045,nm,180,045-nm-04-180-060.png,0.051514,0
121,nm,162,121-nm-06-162-057.png,0.050417,0
070,nm,126,070-nm-03-126-050.png,0.050466,0
081,nm,000,081-nm-03-000-014.png,0.050499,0
034,nm,000,034-nm-01-000-102.png,0.050499,0
117,nm,018,117-nm-05-018-034.png,0.050535,0
053,nm,126,053-nm-01-126-047.png,0.050547,0
031,nm,018,031-nm-01-018-078.png,0.050478,0
072,nm,000,072-nm-06-000-056.png,0.050538,0
040,nm,162,040-nm-01-162-074.png,0.050508,0
034,nm,018,034-nm-05-018-088.png,0.050508,0
040,nm,180,040-nm-01-180-138.png,0.050608,0
070,nm,090,070-nm-06-090-057.png,0.05026,0
045,nm,144,045-nm-05-144-084.png,0.050722,0
056,nm,180,056-nm-02-180-082.png,0.050778,0
113,nm,000,113-nm-05-000-017.png,0.051064,0
122,nm,126,122-nm-04-126-056.png,0.051105,0
065,nm,054,065-nm-01-054-142.png,0.051454,0
086,nm,000,086-nm-03-000-085.png,0.051517,0
096,nm,090,096-nm-02-090-067.png,0.051384,0
031,nm,072,031-nm-02-072-041.png,0.051423,0
031,nm,144,031-nm-01-144-086.png,0.051627,0
077,nm,072,077-nm-04-072-064.png,0.051376,0
063,nm,018,063-nm-02-018-065.png,0.051363,0
041,nm,018,041-nm-04-018-084.png,0.051013,0
002,nm,126,002-nm-05-126-083.png,0.050945,0
064,nm,000,064-nm-03-000-043.png,0.050659,0
023,nm,180,023-nm-05-180-095.png,0.050632,0
063,nm,018,063-nm-01-018-087.png,0.051083,0
099,nm,108,099-nm-05-108-040.png,0.051106,0
116,nm,144,116-nm-03-144-090.png,0.050991,0
071,nm,126,071-nm-03-126-050.png,0.050845,0
054,nm,126,054-nm-04-126-062.png,0.05118,0
086,nm,144,086-nm-04-144-090.png,0.051107,0
061,nm,144,061-nm-06-144-038.png,0.051257,0
068,nm,144,068-nm-06-144-047.png,0.051362,0
021,nm,054,021-nm-04-054-017.png,0.051848,0
033,nm,162,033-nm-06-162-066.png,0.051599,0
105,nm,018,105-nm-02-018-004.png,0.051508,0
030,nm,054,030-nm-01-054-074.png,0.051393,0
006,nm,054,006-nm-02-054-027.png,0.051831,0
028,nm,144,028-nm-01-144-107.png,0.051498,0
061,nm,108,061-nm-02-108-070.png,0.051693,0
111,nm,180,111-nm-02-180-049.png,0.051641,0
037,nm,018,037-nm-01-018-115.png,0.051604,0
003,nm,162,003-nm-03-162-057.png,0.052393,0
060,nm,000,060-nm-01-000-016.png,0.052316,0
077,nm,108,077-nm-05-108-049.png,0.052249,0
083,nm,108,083-nm-02-108-031.png,0.052523,0
096,nm,018,096-nm-06-018-042.png,0.052297,0
102,nm,162,102-nm-05-162-070.png,0.052759,0
109,nm,054,109-nm-02-054-060.png,0.052625,0
055,nm,144,055-nm-02-144-080.png,0.052642,0
083,nm,180,083-nm-05-180-056.png,0.052691,0
022,nm,000,022-nm-03-000-054.png,0.051399,0
042,nm,144,042-nm-04-144-061.png,0.05133,0
094,nm,108,094-nm-01-108-092.png,0.051433,0
003,nm,036,003-nm-01-036-024.png,0.051415,0
100,nm,072,100-nm-04-072-061.png,0.051338,0
073,nm,144,073-nm-05-144-071.png,0.05119,0
095,nm,036,095-nm-05-036-056.png,0.051219,0
061,nm,018,061-nm-01-018-008.png,0.051036,0
038,nm,126,038-nm-03-126-097.png,0.050943,0
110,nm,090,110-nm-01-090-103.png,0.050949,0
009,nm,054,009-nm-05-054-075.png,0.051283,0
056,nm,126,056-nm-03-126-015.png,0.051511,0
041,nm,180,041-nm-04-180-073.png,0.051884,0
047,nm,144,047-nm-01-144-076.png,0.051952,0
075,nm,126,075-nm-02-126-077.png,0.051712,0
002,nm,180,002-nm-01-180-082.png,0.052799,0
065,nm,144,065-nm-02-144-109.png,0.052998,0
076,nm,180,076-nm-01-180-045.png,0.052938,0
033,nm,162,033-nm-04-162-097.png,0.052906,0
012,nm,054,012-nm-02-054-001.png,0.052674,0
080,nm,054,080-nm-05-054-053.png,0.052421,0
072,nm,054,072-nm-03-054-040.png,0.052253,0
031,nm,162,031-nm-05-162-080.png,0.052247,0
077,nm,054,077-nm-05-054-092.png,0.052248,0
062,nm,000,062-nm-02-000-024.png,0.051166,0
037,nm,018,037-nm-02-018-085.png,0.05118,0
020,nm,162,020-nm-04-162-082.png,0.051114,0
066,nm,072,066-nm-05-072-077.png,0.051663,0
029,nm,000,029-nm-05-000-019.png,0.051704,0
086,nm,054,086-nm-03-054-031.png,0.0521,0
031,nm,054,031-nm-04-054-083.png,0.051934,0
096,nm,180,096-nm-05-180-103.png,0.051878,0
095,nm,180,095-nm-02-180-082.png,0.052147,0
054,nm,000,054-nm-03-000-039.png,0.052079,0
003,nm,000,003-nm-04-000-022.png,0.051913,0
104,nm,090,104-nm-06-090-026.png,0.051899,0
048,nm,036,048-nm-04-036-069.png,0.051407,0
063,nm,126,063-nm-01-126-104.png,0.051555,0
063,nm,018,063-nm-02-018-043.png,0.051117,0
086,nm,018,086-nm-01-018-078.png,0.051286,0
120,nm,000,120-nm-03-000-009.png,0.051201,0
047,nm,108,047-nm-01-108-055.png,0.050836,0
018,nm,054,018-nm-03-054-048.png,0.050927,0
076,nm,162,076-nm-05-162-110.png,0.050978,0
040,nm,036,040-nm-02-036-077.png,0.051047,0
013,nm,036,013-nm-06-036-002.png,0.050927,0
073,nm,090,073-nm-01-090-083.png,0.051365,0
120,nm,126,120-nm-02-126-101.png,0.051293,0
027,nm,036,027-nm-02-036-048.png,0.050998,0
097,nm,000,097-nm-06-000-035.png,0.051027,0
037,nm,000,037-nm-04-000-084.png,0.050985,0
091,nm,162,091-nm-06-162-027.png,0.051025,0
021,nm,180,021-nm-02-180-045.png,0.051281,0
055,nm,108,055-nm-06-108-037.png,0.051264,0
053,nm,180,053-nm-04-180-058.png,0.051261,0
022,nm,090,022-nm-05-090-094.png,0.05083,0
097,nm,036,097-nm-06-036-021.png,0.051053,0
050,nm,180,050-nm-06-180-057.png,0.050983,0
063,nm,126,063-nm-05-126-067.png,0.050971,0
031,nm,054,031-nm-02-054-019.png,0.051053,0
034,nm,144,034-nm-02-144-106.png,0.051103,0
042,nm,072,042-nm-05-072-043.png,0.050937,0
029,nm,054,029-nm-01-054-073.png,0.050919,0
009,nm,054,009-nm-02-054-049.png,0.050913,0
057,nm,036,057-nm-01-036-018.png,0.050782,0
105,nm,018,105-nm-01-018-020.png,0.050716,0
085,nm,162,085-nm-06-162-071.png,0.05079,0
062,nm,180,062-nm-03-180-076.png,0.050552,0
112,nm,162,112-nm-02-162-066.png,0.050605,0
032,nm,036,032-nm-06-036-035.png,0.050438,0
002,nm,108,002-nm-03-108-099.png,0.050041,0
093,nm,126,093-nm-03-126-049.png,0.050028,0
043,nm,054,043-nm-02-054-082.png,0.050063,0
010,nm,144,010-nm-03-144-086.png,0.050537,0
059,nm,018,059-nm-03-018-024.png,0.050477,0
002,nm,054,002-nm-04-054-087.png,0.050501,0
079,nm,072,079-nm-06-072-036.png,0.050836,0
036,nm,036,036-nm-04-036-032.png,0.050756,0
089,nm,018,089-nm-06-018-033.png,0.050913,0
102,nm,018,102-nm-06-018-098.png,0.051302,0
094,nm,054,094-nm-01-054-052.png,0.051321,0
115,nm,054,115-nm-05-054-098.png,0.051522,0
034,nm,054,034-nm-01-054-148.png,0.050744,0
060,nm,162,060-nm-05-162-074.png,0.050807,0
079,nm,000,079-nm-06-000-036.png,0.050793,0
048,nm,144,048-nm-01-144-070.png,0.050606,0
114,nm,036,114-nm-02-036-072.png,0.050856,0
084,nm,054,084-nm-04-054-010.png,0.050943,0
068,nm,072,068-nm-02-072-034.png,0.050935,0
111,nm,180,111-nm-06-180-044.png,0.051405,0
066,nm,000,066-nm-01-000-091.png,0.051372,0
011,nm,072,011-nm-06-072-057.png,0.051406,0
008,nm,018,008-nm-03-018-010.png,0.051326,0
054,nm,180,054-nm-03-180-058.png,0.051457,0
016,nm,144,016-nm-06-144-086.png,0.051554,0
119,nm,162,119-nm-04-162-066.png,0.051172,0
119,nm,072,119-nm-03-072-074.png,0.050937,0
117,nm,000,117-nm-04-000-011.png,0.051209,0
040,nm,018,040-nm-06-018-007.png,0.050759,0
119,nm,162,119-nm-05-162-058.png,0.050589,0
097,nm,180,097-nm-04-180-079.png,0.050711,0
037,nm,036,037-nm-03-036-060.png,0.050754,0
091,nm,000,091-nm-04-000-005.png,0.050439,0
073,nm,018,073-nm-04-018-071.png,0.050435,0
120,nm,126,120-nm-04-126-101.png,0.050554,0
017,nm,000,017-nm-04-000-027.png,0.050711,0
124,nm,072,124-nm-06-072-066.png,0.050394,0
087,nm,018,087-nm-05-018-060.png,0.050553,0
069,nm,036,069-nm-06-036-012.png,0.050333,0
044,nm,090,044-nm-06-090-079.png,0.050514,0
118,nm,054,118-nm-02-054-082.png,0.050567,0
104,nm,144,104-nm-03-144-049.png,0.050673,0
108,nm,162,108-nm-03-162-061.png,0.050784,0
070,nm,072,070-nm-06-072-069.png,0.050844,0
052,nm,018,052-nm-05-018-019.png,0.050778,0
013,nm,036,013-nm-03-036-062.png,0.050711,0
045,nm,144,045-nm-01-144-092.png,0.05059,0
052,nm,162,052-nm-05-162-054.png,0.050922,0
102,nm,090,102-nm-02-090-058.png,0.05085,0
042,nm,144,042-nm-03-144-054.png,0.050829,0
059,nm,036,059-nm-05-036-020.png,0.050932,0
034,nm,180,034-nm-01-180-143.png,0.0508,0
124,bg,126,124-bg-01-126-060.png,0.052005,1
121,bg,036,121-bg-02-036-091.png,0.051902,1
119,bg,126,119-bg-01-126-082.png,0.051519,1
078,bg,036,078-bg-01-036-027.png,0.051736,1
094,bg,054,094-bg-02-054-053.png,0.051629,1
023,bg,018,023-bg-02-018-101.png,0.054313,1
088,bg,072,088-bg-01-072-060.png,0.054214,1
051,bg,036,051-bg-01-036-054.png,0.054284,1
067,bg,180,067-bg-01-180-051.png,0.054082,1
065,bg,018,065-bg-02-018-004.png,0.053132,1
100,bg,054,100-bg-02-054-045.png,0.053061,1
118,bg,180,118-bg-02-180-072.png,0.053558,1
053,bg,000,053-bg-02-000-048.png,0.053492,1
092,bg,000,092-bg-02-000-097.png,0.053309,1
077,bg,162,077-bg-01-162-107.png,0.050663,1
102,bg,036,102-bg-01-036-030.png,0.050816,1
069,bg,090,069-bg-01-090-087.png,0.050745,1
071,bg,036,071-bg-02-036-095.png,0.05091,1
014,bg,000,014-bg-02-000-110.png,0.050949,1
054,bg,126,054-bg-02-126-077.png,0.050687,1
057,bg,144,057-bg-01-144-081.png,0.050137,1
089,bg,126,089-bg-01-126-078.png,0.050553,1
074,bg,000,074-bg-02-000-062.png,0.050817,1
103,bg,144,103-bg-01-144-059.png,0.050938,1
049,bg,000,049-bg-01-000-080.png,0.050617,1
112,bg,126,112-bg-02-126-075.png,0.051442,1
030,bg,036,030-bg-02-036-036.png,0.051472,1
105,bg,036,105-bg-02-036-039.png,0.051671,1
092,bg,036,092-bg-02-036-107.png,0.051781,1
112,bg,054,112-bg-01-054-047.png,0.051953,1
039,bg,018,039-bg-01-018-034.png,0.051273,1
050,bg,108,050-bg-01-108-037.png,0.051061,1
023,bg,036,023-bg-02-036-100.png,0.051202,1
053,bg,090,053-bg-02-090-039.png,0.051245,1
027,bg,000,027-bg-01-000-018.png,0.050795,1
063,bg,018,063-bg-01-018-060.png,0.050827,1
015,bg,036,015-bg-02-036-006.png,0.050731,1
056,bg,018,056-bg-02-018-084.png,0.050837,1
012,bg,018,012-bg-01-018-074.png,0.050896,1
094,bg,144,094-bg-01-144-043.png,0.050762,1
074,bg,000,074-bg-01-000-006.png,0.051629,1
086,bg,000,086-bg-01-000-026.png,0.051467,1
121,bg,180,121-bg-02-180-081.png,0.051462,1
049,bg,126,049-bg-01-126-075.png,0.050996,1
048,bg,000,048-bg-01-000-041.png,0.050801,1
049,bg,126,049-bg-02-126-077.png,0.050632,1
053,bg,162,053-bg-01-162-051.png,0.050563,1
079,bg,144,079-bg-01-144-024.png,0.050648,1
027,bg,180,027-bg-01-180-046.png,0.050951,1
029,bg,018,029-bg-01-018-032.png,0.050519,1
049,bg,072,049-bg-02-072-062.png,0.05047,1
057,bg,090,057-bg-02-090-055.png,0.050434,1
032,bg,036,032-bg-02-036-028.png,0.050571,1
012,bg,018,012-bg-02-018-069.png,0.050927,1
094,bg,162,094-bg-01-162-062.png,0.051157,1
072,bg,144,072-bg-02-144-053.png,0.051158,1
029,bg,108,029-bg-02-108-101.png,0.051068,1
084,bg,180,084-bg-01-180-103.png,0.050738,1
117,bg,126,117-bg-02-126-069.png,0.05025,1
072,bg,180,072-bg-02-180-077.png,0.051177,1
067,bg,036,067-bg-02-036-054.png,0.051219,1
108,bg,036,108-bg-01-036-075.png,0.051176,1
093,bg,036,093-bg-01-036-106.png,0.050927,1
002,bg,036,002-bg-02-036-059.png,0.050961,1
111,bg,144,111-bg-02-144-074.png,0.05117,1
027,bg,000,027-bg-02-000-013.png,0.051131,1
040,bg,036,040-bg-02-036-053.png,0.053485,1
039,bg,126,039-bg-01-126-107.png,0.05361,1
066,bg,144,066-bg-02-144-089.png,0.052729,1
015,bg,036,015-bg-01-036-006.png,0.054071,1
096,bg,018,096-bg-01-018-065.png,0.054484,1
080,bg,036,080-bg-02-036-070.png,0.054355,1
109,bg,054,109-bg-02-054-040.png,0.054168,1
005,bg,054,005-bg-01-054-051.png,0.054039,1
002,bg,054,002-bg-02-054-053.png,0.054161,1
038,bg,036,038-bg-01-036-039.png,0.052169,1
115,bg,144,115-bg-01-144-073.png,0.052416,1
089,bg,036,089-bg-01-036-043.png,0.052542,1
042,bg,054,042-bg-02-054-009.png,0.05215,1
102,bg,108,102-bg-02-108-091.png,0.051853,1
123,bg,108,123-bg-01-108-086.png,0.051806,1
078,bg,036,078-bg-01-036-111.png,0.052151,1
061,bg,018,061-bg-01-018-037.png,0.052193,1
113,bg,126,113-bg-01-126-100.png,0.051878,1
091,bg,036,091-bg-02-036-029.png,0.051598,1
024,bg,018,024-bg-02-018-019.png,0.051277,1
053,bg,126,053-bg-01-126-043.png,0.051206,1
122,bg,126,122-bg-02-126-045.png,0.050545,1
038,bg,162,038-bg-02-162-071.png,0.050572,1
071,bg,054,071-bg-01-054-064.png,0.050629,1
045,bg,018,045-bg-01-018-054.png,0.050884,1
044,bg,162,044-bg-01-162-099.png,0.051401,1
042,bg,144,042-bg-01-144-085.png,0.051817,1
004,bg,180,004-bg-01-180-103.png,0.051978,1
065,bg,054,065-bg-02-054-065.png,0.052383,1
036,bg,000,036-bg-01-000-018.png,0.052437,1
114,bg,036,114-bg-02-036-020.png,0.052438,1
110,bg,180,110-bg-01-180-109.png,0.052844,1
055,bg,126,055-bg-02-126-062.png,0.052967,1
046,bg,180,046-bg-02-180-073.png,0.05331,1
021,bg,162,021-bg-01-162-097.png,0.052684,1
048,bg,180,048-bg-02-180-085.png,0.052925,1
010,bg,180,010-bg-02-180-056.png,0.053069,1
101,bg,054,101-bg-02-054-044.png,0.052645,1
003,bg,162,003-bg-01-162-056.png,0.052535,1
112,bg,090,112-bg-02-090-093.png,0.052408,1
022,bg,144,022-bg-01-144-055.png,0.05161,1
086,bg,126,086-bg-01-126-043.png,0.052965,1
120,bg,000,120-bg-02-000-029.png,0.052018,1
060,bg,000,060-bg-02-000-011.png,0.052027,1
120,bg,144,120-bg-01-144-013.png,0.051526,1
065,bg,018,065-bg-01-018-060.png,0.051745,1
038,bg,144,038-bg-02-144-052.png,0.051839,1
027,bg,126,027-bg-02-126-016.png,0.052079,1
008,bg,144,008-bg-02-144-091.png,0.051965,1
008,bg,036,008-bg-01-036-024.png,0.052202,1
062,bg,000,062-bg-01-000-083.png,0.050892,1
020,bg,108,020-bg-02-108-053.png,0.050777,1
026,bg,036,026-bg-02-036-025.png,0.050915,1
088,bg,036,088-bg-01-036-071.png,0.050968,1
114,bg,144,114-bg-02-144-110.png,0.050479,1
109,bg,054,109-bg-02-054-078.png,0.05058,1
045,bg,144,045-bg-02-144-126.png,0.05025,1
013,bg,018,013-bg-01-018-008.png,0.050024,1
083,bg,162,083-bg-01-162-041.png,0.049995,1
043,bg,000,043-bg-02-000-027.png,0.049963,1
087,bg,054,087-bg-01-054-078.png,0.050246,1
026,bg,180,026-bg-01-180-065.png,0.050224,1
014,bg,000,014-bg-01-000-057.png,0.050094,1
041,bg,036,041-bg-01-036-022.png,0.050185,1
044,bg,162,044-bg-01-162-082.png,0.050054,1
006,bg,036,006-bg-01-036-061.png,0.050255,1
086,bg,126,086-bg-01-126-057.png,0.050578,1
100,bg,036,100-bg-01-036-063.png,0.050952,1
080,bg,108,080-bg-02-108-064.png,0.051017,1
013,bg,072,013-bg-01-072-115.png,0.050807,1
095,bg,072,095-bg-01-072-049.png,0.050683,1
121,bg,036,121-bg-02-036-031.png,0.050676,1
028,bg,072,028-bg-02-072-112.png,0.050654,1
075,bg,144,075-bg-02-144-058.png,0.050754,1
023,bg,162,023-bg-01-162-050.png,0.050775,1
027,bg,072,027-bg-02-072-026.png,0.052012,1
086,bg,000,086-bg-01-000-004.png,0.051685,1
041,bg,126,041-bg-02-126-089.png,0.05147,1
117,bg,126,117-bg-02-126-091.png,0.051332,1
113,bg,126,113-bg-02-126-094.png,0.051616,1
084,bg,162,084-bg-01-162-067.png,0.0519,1
052,bg,018,052-bg-02-018-039.png,0.052097,1
068,bg,036,068-bg-01-036-024.png,0.052302,1
060,bg,180,060-bg-02-180-079.png,0.052557,1
122,cl,036,122-cl-01-036-034.png,0.052057,1
037,cl,036,037-cl-01-036-043.png,0.051775,1
052,cl,036,052-cl-01-036-057.png,0.05158,1
124,cl,108,124-cl-02-108-032.png,0.05126,1
110,cl,036,110-cl-01-036-086.png,0.051459,1
116,cl,036,116-cl-01-036-012.png,0.05139,1
124,cl,126,124-cl-01-126-080.png,0.050548,1
105,cl,180,105-cl-01-180-061.png,0.050625,1
007,cl,018,007-cl-02-018-021.png,0.051046,1
002,cl,018,002-cl-01-018-035.png,0.050841,1
121,cl,108,121-cl-02-108-069.png,0.050669,1
055,cl,144,055-cl-01-144-089.png,0.051018,1
095,cl,162,095-cl-02-162-089.png,0.05108,1
094,cl,144,094-cl-02-144-082.png,0.050652,1
017,cl,162,017-cl-01-162-053.png,0.050689,1
101,cl,108,101-cl-02-108-049.png,0.050977,1
075,cl,108,075-cl-01-108-046.png,0.050814,1
105,cl,144,105-cl-01-144-091.png,0.050505,1
004,cl,000,004-cl-01-000-013.png,0.05019,1
032,cl,090,032-cl-01-090-095.png,0.050269,1
045,cl,162,045-cl-02-162-079.png,0.050878,1
027,cl,054,027-cl-02-054-097.png,0.050799,1
001,cl,162,001-cl-02-162-055.png,0.050683,1
035,cl,180,035-cl-01-180-064.png,0.050462,1
060,cl,018,060-cl-01-018-056.png,0.050316,1
073,cl,054,073-cl-01-054-037.png,0.050304,1
077,cl,126,077-cl-02-126-079.png,0.050261,1
089,cl,054,089-cl-01-054-054.png,0.05021,1
044,cl,090,044-cl-01-090-083.png,0.050199,1
035,cl,072,035-cl-01-072-061.png,0.049241,1
010,cl,000,010-cl-02-000-052.png,0.049216,1
017,cl,162,017-cl-02-162-099.png,0.049269,1
048,cl,108,048-cl-01-108-065.png,0.049373,1
030,cl,144,030-cl-01-144-074.png,0.049142,1
113,cl,108,113-cl-01-108-097.png,0.049299,1
124,cl,126,124-cl-02-126-030.png,0.049237,1
082,cl,144,082-cl-02-144-092.png,0.049299,1
017,cl,126,017-cl-01-126-061.png,0.049463,1
045,cl,126,045-cl-01-126-099.png,0.049335,1
053,cl,000,053-cl-01-000-057.png,0.049463,1
110,cl,180,110-cl-01-180-085.png,0.049827,1
034,cl,162,034-cl-02-162-154.png,0.04983,1
068,cl,108,068-cl-02-108-056.png,0.05002,1
074,cl,018,074-cl-01-018-076.png,0.049869,1
082,cl,108,082-cl-02-108-075.png,0.050002,1
040,cl,090,040-cl-01-090-030.png,0.050036,1
024,cl,018,024-cl-01-018-166.png,0.049938,1
004,cl,000,004-cl-01-000-082.png,0.051236,1
111,cl,018,111-cl-02-018-055.png,0.05134,1
057,cl,000,057-cl-01-000-057.png,0.051155,1
057,cl,072,057-cl-01-072-067.png,0.051187,1
012,cl,036,012-cl-01-036-022.png,0.051157,1
025,cl,036,025-cl-02-036-022.png,0.051353,1
015,cl,072,015-cl-02-072-110.png,0.051664,1
071,cl,162,071-cl-02-162-052.png,0.051633,1
036,cl,090,036-cl-01-090-082.png,0.051631,1
070,cl,126,070-cl-02-126-104.png,0.050466,1
059,cl,036,059-cl-02-036-005.png,0.050375,1
069,cl,126,069-cl-01-126-061.png,0.050934,1
010,cl,018,010-cl-02-018-077.png,0.050933,1
011,cl,144,011-cl-01-144-060.png,0.050832,1
089,cl,018,089-cl-02-018-028.png,0.050814,1
023,cl,018,023-cl-02-018-033.png,0.050413,1
021,cl,126,021-cl-01-126-047.png,0.050307,1
072,cl,054,072-cl-02-054-071.png,0.050855,1
071,cl,018,071-cl-02-018-039.png,0.050727,1
099,cl,000,099-cl-02-000-018.png,0.050993,1
